,Open,High,Low,Close,Label
1641,22.325792,22.579304,22.099842,22.348162,0
1642,22.352398,22.625307,22.149399,22.420597,0
1643,22.586515,22.860481,22.388523,22.656654,1
1644,22.9348,23.2617,22.759281,23.080757,1
1645,23.170307,23.40484,22.88305,23.078793,1
1646,23.630798,23.94985,23.41323,23.676071,0
1647,23.943432,24.22222,23.716543,23.984222,0
1648,24.028223,24.32678,23.816715,24.11095,1
1649,24.208595,24.509031,23.988607,24.288225,1
1650,24.249079,24.492525,23.93575,24.13176,0
1651,24.12431,24.41149,23.907887,24.194748,0
1652,24.130613,24.403008,23.876583,24.142363,1
1653,23.993225,24.267818,23.755377,24.019386,0
1654,24.14851,24.443981,23.930984,24.222542,0
1655,24.246723,24.521273,23.99977,24.26992,1
1656,24.321577,24.594648,24.076643,24.335701,1
1657,24.298067,24.566141,24.046535,24.307936,0
1658,24.345276,24.6218,24.104586,24.370186,0
1659,24.468082,24.743223,24.22324,24.489021,0
1660,24.416546,24.699781,24.183424,24.464855,0
1661,24.343369,24.626936,24.119473,24.39447,1
1662,24.473223,24.755823,24.243189,24.518364,0
1663,24.533428,24.819624,24.308592,24.591198,1
1664,24.58226,24.87396,24.360012,24.645786,1
1665,24.6861,24.963291,24.451029,24.727701,1
1666,25.209532,25.576166,25.023312,25.386623,1
1667,25.737621,26.080584,25.528214,25.867138,1
1668,25.909046,26.179354,25.597431,25.840809,0
1669,25.66806,25.96552,25.410433,25.698898,0
1670,25.700466,25.996075,25.450994,25.732185,0
1671,25.77391,26.077623,25.529613,25.832304,1
1672,25.817913,26.12649,25.583082,25.885838,0
1673,25.818542,26.113436,25.565323,25.846653,1
1674,25.780481,26.072176,25.531069,25.814346,1
1675,25.82776,26.10539,25.55342,25.819511,1
1676,25.810009,26.10563,25.558775,25.842646,0
1677,25.70544,25.99043,25.43242,25.707743,1
1678,25.568756,25.862673,25.324635,25.619625,1
1679,25.503021,25.785366,25.238762,25.514383,0
1680,25.565718,25.862326,25.316792,25.609081,0
1681,25.556774,25.894323,25.345716,25.683275,1
1682,25.849773,26.149996,25.608288,25.90127,1
1683,25.890774,26.196405,25.648228,25.95437,1
1684,26.107597,26.439026,25.873497,26.205772,1
1685,26.630398,26.96335,26.393871,26.724709,0
1686,26.787193,27.09501,26.518864,26.822124,1
1687,26.787186,27.09795,26.535282,26.84634,0
1688,27.05983,27.379795,26.811895,27.132706,0
